               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.07964,            0.032049,            0.010866,             0.41729,             0.43648,             0.41106,             0.19139,            0.064572,            0.012853,           0.0018429,            0.070112,           0.0033209,           0.0033209
                   1,             0.05708,            0.025176,           0.0022888,             0.57613,             0.64549,             0.63097,             0.32524,            0.050427,            0.011772,           0.0020443,             0.04009,           0.0066323,           0.0066323
                   2,            0.050274,            0.023302,            0.002336,             0.75047,             0.73648,             0.78296,             0.41866,            0.042215,             0.01146,            0.001804,            0.010046,           0.0099217,           0.0099217
                   3,            0.044103,            0.022282,           0.0018001,             0.79006,             0.73484,             0.80479,             0.48753,            0.038936,            0.011063,           0.0014176,            0.009901,            0.009901,            0.009901
                   4,            0.039262,            0.021746,           0.0013809,             0.79021,             0.77131,             0.82469,             0.50064,            0.038385,            0.010853,           0.0010133,            0.009901,            0.009901,            0.009901
                   5,            0.036974,            0.020559,           0.0011356,             0.78002,             0.74404,             0.79855,              0.4849,            0.038439,            0.011205,           0.0010072,            0.009868,            0.009868,            0.009868
                   6,            0.035046,             0.02002,          0.00095844,             0.80666,             0.80123,             0.85823,             0.52823,            0.035553,            0.010269,          0.00082346,            0.009835,            0.009835,            0.009835
                   7,            0.033158,            0.019767,            0.000848,             0.81338,             0.79847,             0.85711,             0.55131,            0.033868,            0.010567,          0.00068965,            0.009802,            0.009802,            0.009802
                   8,            0.031996,            0.019223,          0.00074953,             0.84155,             0.83443,             0.88334,             0.56736,            0.033051,            0.009773,          0.00081047,            0.009769,            0.009769,            0.009769
                   9,              0.0309,            0.019151,          0.00068572,             0.83217,             0.80675,             0.86836,             0.57312,            0.032748,           0.0097982,          0.00058274,            0.009736,            0.009736,            0.009736
                  10,            0.030429,            0.018867,          0.00065095,              0.8256,              0.8265,             0.87686,             0.57591,            0.032382,           0.0098969,          0.00062561,            0.009703,            0.009703,            0.009703
                  11,            0.029652,            0.018514,          0.00058021,             0.84019,             0.81879,              0.8807,             0.57855,            0.032313,            0.009814,          0.00049352,             0.00967,             0.00967,             0.00967
                  12,            0.029271,            0.018185,          0.00055887,             0.84229,             0.83831,              0.8832,              0.5884,            0.032155,           0.0097093,          0.00049791,            0.009637,            0.009637,            0.009637
                  13,            0.029016,             0.01818,          0.00054562,              0.8615,             0.82664,             0.89004,             0.60105,            0.031378,           0.0097237,          0.00049117,            0.009604,            0.009604,            0.009604
                  14,            0.028269,            0.017829,          0.00050964,              0.8514,             0.83595,             0.88945,             0.60358,            0.030956,           0.0096851,          0.00041996,            0.009571,            0.009571,            0.009571
                  15,            0.027909,            0.018033,          0.00048737,             0.84067,             0.82869,             0.88785,              0.5928,            0.031103,           0.0097898,          0.00043464,            0.009538,            0.009538,            0.009538
                  16,            0.027598,            0.017774,          0.00047102,             0.85123,             0.81762,               0.888,             0.60083,            0.030795,           0.0097723,           0.0004203,            0.009505,            0.009505,            0.009505
                  17,            0.027218,            0.017614,          0.00044733,             0.87084,               0.825,             0.89584,             0.61486,            0.030174,           0.0096216,          0.00048675,            0.009472,            0.009472,            0.009472
                  18,             0.02712,            0.017563,          0.00043504,             0.85342,             0.83852,             0.88858,             0.60168,            0.030366,            0.009631,          0.00041676,            0.009439,            0.009439,            0.009439
                  19,            0.026928,            0.017485,          0.00042186,             0.84803,             0.85246,             0.89669,             0.61731,            0.029498,           0.0095758,          0.00040063,            0.009406,            0.009406,            0.009406
                  20,            0.026397,            0.017175,           0.0003982,             0.85538,             0.83402,             0.89201,             0.61252,            0.030876,            0.009554,             0.00043,            0.009373,            0.009373,            0.009373
                  21,            0.026511,            0.017193,          0.00040115,             0.86138,             0.85533,             0.90097,             0.61186,            0.029714,           0.0094359,          0.00038748,             0.00934,             0.00934,             0.00934
                  22,              0.0264,            0.017024,           0.0004022,             0.86821,             0.83699,             0.89475,              0.6132,             0.03026,           0.0095397,          0.00037253,            0.009307,            0.009307,            0.009307
                  23,            0.025938,            0.017023,          0.00037633,             0.86949,             0.83607,             0.89739,             0.62158,            0.029828,            0.009624,          0.00041541,            0.009274,            0.009274,            0.009274
                  24,            0.025632,            0.017404,          0.00037132,             0.85487,             0.83811,              0.8959,             0.61483,            0.030124,           0.0096277,          0.00037847,            0.009241,            0.009241,            0.009241
                  25,            0.025493,            0.016498,          0.00035954,             0.83618,             0.85943,             0.89851,             0.61635,            0.029465,            0.009703,          0.00036133,            0.009208,            0.009208,            0.009208
                  26,            0.025458,            0.016878,          0.00034669,             0.85454,             0.84754,             0.89265,             0.61253,            0.030076,           0.0097425,          0.00036835,            0.009175,            0.009175,            0.009175
                  27,             0.02532,            0.016788,          0.00034779,             0.86461,             0.85287,             0.89976,             0.62768,            0.029489,           0.0094543,          0.00041479,            0.009142,            0.009142,            0.009142
                  28,            0.025284,            0.016726,          0.00033748,             0.86169,             0.84959,             0.90453,             0.62556,            0.029895,            0.009462,          0.00032728,            0.009109,            0.009109,            0.009109
                  29,            0.025258,            0.016501,          0.00033652,             0.85173,             0.85463,             0.90038,             0.62793,            0.029717,           0.0093958,          0.00033849,            0.009076,            0.009076,            0.009076
                  30,            0.024938,            0.016495,          0.00033577,             0.86979,             0.84323,             0.90352,              0.6294,             0.02908,           0.0093631,          0.00030095,            0.009043,            0.009043,            0.009043
                  31,            0.024692,            0.016289,           0.0003159,             0.84502,             0.85807,             0.90051,             0.63047,            0.029362,           0.0095312,          0.00034058,             0.00901,             0.00901,             0.00901
                  32,            0.024565,            0.016261,          0.00031466,             0.86883,              0.8605,             0.90598,             0.63469,            0.028599,           0.0095111,          0.00037139,            0.008977,            0.008977,            0.008977
                  33,            0.024586,            0.016158,           0.0003165,             0.84884,             0.86761,             0.90406,             0.63012,            0.029265,           0.0095619,          0.00037095,            0.008944,            0.008944,            0.008944
                  34,            0.024528,            0.016323,          0.00031231,              0.8176,             0.86598,             0.89342,             0.62881,            0.029795,           0.0096307,           0.0003229,            0.008911,            0.008911,            0.008911
                  35,            0.024318,            0.015984,          0.00030102,             0.85235,             0.86598,              0.9033,             0.64282,            0.028707,           0.0094171,          0.00040092,            0.008878,            0.008878,            0.008878
                  36,            0.024159,            0.015923,          0.00029483,             0.84976,             0.85768,             0.90587,             0.63734,             0.02893,           0.0094407,          0.00028315,            0.008845,            0.008845,            0.008845
                  37,             0.02426,            0.015925,          0.00029241,             0.86177,             0.84573,             0.90482,             0.64157,            0.028492,           0.0094188,          0.00027621,            0.008812,            0.008812,            0.008812
                  38,            0.024122,            0.015978,          0.00029564,             0.84801,             0.85292,             0.90247,             0.63793,            0.028911,            0.009602,          0.00031894,            0.008779,            0.008779,            0.008779
                  39,            0.023955,             0.01597,          0.00028964,             0.86602,             0.86092,             0.90938,             0.64214,            0.028386,           0.0092748,          0.00026354,            0.008746,            0.008746,            0.008746
                  40,            0.023795,            0.016068,           0.0002806,             0.86656,               0.849,             0.90271,             0.64043,            0.028938,           0.0094689,           0.0003089,            0.008713,            0.008713,            0.008713
                  41,            0.023833,            0.015719,          0.00027925,             0.86518,             0.83443,             0.89218,             0.63529,            0.029031,           0.0097665,          0.00033606,             0.00868,             0.00868,             0.00868
                  42,            0.023889,            0.015738,          0.00028129,              0.8574,             0.86002,             0.90623,               0.647,            0.028554,           0.0092992,          0.00026924,            0.008647,            0.008647,            0.008647
                  43,            0.023634,            0.015683,           0.0002746,             0.85482,             0.85492,             0.90766,             0.65133,            0.028435,           0.0091975,          0.00026743,            0.008614,            0.008614,            0.008614
                  44,            0.023585,            0.016031,          0.00027642,             0.85681,             0.83376,             0.90427,             0.63904,            0.028536,           0.0094704,          0.00025636,            0.008581,            0.008581,            0.008581
                  45,            0.023565,            0.015684,          0.00027254,              0.8535,             0.85954,             0.90176,             0.65143,             0.02812,            0.009427,          0.00025876,            0.008548,            0.008548,            0.008548
                  46,            0.023345,            0.015567,          0.00026277,             0.86728,             0.84754,             0.90804,             0.65255,             0.02794,           0.0093413,           0.0002846,            0.008515,            0.008515,            0.008515
                  47,            0.023315,              0.0154,          0.00025706,             0.85381,             0.85932,             0.90828,             0.64785,            0.027997,           0.0094004,          0.00026828,            0.008482,            0.008482,            0.008482
                  48,            0.023315,            0.015362,          0.00025599,             0.85643,                0.85,             0.90669,              0.6485,            0.028381,           0.0094484,          0.00027825,            0.008449,            0.008449,            0.008449
                  49,            0.023368,             0.01513,          0.00026619,             0.85762,             0.84676,             0.90502,             0.64647,            0.028259,           0.0094402,          0.00034943,            0.008416,            0.008416,            0.008416
                  50,            0.023173,             0.01532,          0.00025835,             0.83065,             0.86637,             0.90381,             0.64822,            0.028153,           0.0096273,          0.00030498,            0.008383,            0.008383,            0.008383
                  51,            0.023121,            0.015328,          0.00024762,             0.87263,             0.83689,             0.90643,             0.65265,            0.027679,           0.0094406,          0.00025033,             0.00835,             0.00835,             0.00835
                  52,             0.02288,            0.015484,          0.00024544,             0.85652,             0.85205,             0.90386,             0.65575,             0.02766,           0.0094314,          0.00024294,            0.008317,            0.008317,            0.008317
                  53,            0.022962,            0.015274,          0.00024836,             0.84571,             0.85697,             0.90482,             0.65365,            0.027686,           0.0094375,          0.00025967,            0.008284,            0.008284,            0.008284
                  54,            0.022887,            0.015153,          0.00025003,             0.85649,             0.85328,              0.9018,             0.65149,            0.027808,           0.0095273,          0.00026822,            0.008251,            0.008251,            0.008251
                  55,            0.022737,            0.015201,          0.00024226,             0.84918,             0.86075,             0.90557,             0.65264,            0.027815,           0.0094248,          0.00024782,            0.008218,            0.008218,            0.008218
                  56,            0.022829,            0.015178,          0.00024215,             0.83179,             0.87952,             0.90736,              0.6589,            0.027791,             0.00936,          0.00027831,            0.008185,            0.008185,            0.008185
                  57,             0.02278,            0.014844,          0.00024422,              0.8608,             0.84631,             0.90299,             0.65367,            0.027917,           0.0094366,          0.00026704,            0.008152,            0.008152,            0.008152
                  58,            0.022753,            0.014689,           0.0002383,             0.85596,             0.84264,             0.90346,             0.65781,            0.027393,           0.0095021,          0.00024688,            0.008119,            0.008119,            0.008119
                  59,            0.022619,            0.014942,          0.00023664,             0.84899,             0.85041,             0.90189,             0.65458,            0.027572,           0.0095512,          0.00029856,            0.008086,            0.008086,            0.008086
                  60,            0.022332,            0.014615,          0.00023212,             0.86425,             0.84013,             0.90773,             0.66081,            0.027511,           0.0094092,          0.00024625,            0.008053,            0.008053,            0.008053
                  61,            0.022492,            0.014676,          0.00022916,             0.86314,             0.83566,             0.90448,             0.65663,             0.02768,           0.0095266,          0.00036081,             0.00802,             0.00802,             0.00802
                  62,            0.022449,             0.01483,          0.00023432,              0.8526,             0.84391,             0.89906,             0.65389,            0.027688,           0.0096282,          0.00036313,            0.007987,            0.007987,            0.007987
                  63,            0.022559,            0.015019,          0.00023473,             0.84776,             0.85738,             0.90137,             0.65368,            0.027495,           0.0094977,          0.00027765,            0.007954,            0.007954,            0.007954
                  64,            0.022482,            0.014757,          0.00022723,             0.86144,              0.8541,             0.90404,               0.661,            0.027321,           0.0093343,           0.0002278,            0.007921,            0.007921,            0.007921
                  65,            0.022356,            0.014514,          0.00023158,             0.85991,             0.85615,             0.90316,             0.66135,            0.027278,           0.0094639,          0.00029729,            0.007888,            0.007888,            0.007888
                  66,            0.022184,             0.01456,          0.00022147,             0.86363,             0.84385,             0.89805,             0.65751,            0.027519,           0.0095626,          0.00033933,            0.007855,            0.007855,            0.007855
                  67,            0.022137,            0.014668,          0.00022983,             0.85812,             0.85246,             0.89877,             0.65616,            0.027657,           0.0095562,           0.0003292,            0.007822,            0.007822,            0.007822
                  68,            0.022227,            0.014637,          0.00023041,             0.86305,             0.84754,             0.89905,             0.65995,            0.027597,           0.0094957,          0.00029842,            0.007789,            0.007789,            0.007789
                  69,             0.02204,            0.014514,           0.0002205,             0.86394,             0.85874,             0.90135,             0.66346,            0.027318,           0.0093821,          0.00027885,            0.007756,            0.007756,            0.007756
                  70,            0.022008,            0.014715,          0.00022308,             0.85871,             0.85687,             0.90183,             0.66353,            0.027224,            0.009462,          0.00027992,            0.007723,            0.007723,            0.007723
                  71,            0.021974,            0.014302,          0.00023538,             0.86361,              0.8564,             0.90254,             0.66176,            0.027243,           0.0095309,          0.00026729,             0.00769,             0.00769,             0.00769
                  72,              0.0218,            0.014339,          0.00021567,             0.85821,             0.86516,             0.90514,             0.66344,            0.027299,            0.009509,          0.00024758,            0.007657,            0.007657,            0.007657
                  73,             0.02193,            0.014362,          0.00021561,             0.83116,             0.88197,             0.90235,             0.66114,            0.027279,           0.0095658,          0.00024121,            0.007624,            0.007624,            0.007624
                  74,            0.021758,            0.014512,          0.00021381,             0.86458,             0.84795,             0.90121,             0.66008,            0.027322,           0.0095168,          0.00023596,            0.007591,            0.007591,            0.007591
                  75,            0.021753,            0.014248,          0.00021425,             0.86588,             0.85199,             0.90289,             0.66093,             0.02717,           0.0094981,           0.0002187,            0.007558,            0.007558,            0.007558
                  76,            0.021969,            0.014376,          0.00022202,             0.85596,             0.86025,              0.9001,             0.66088,            0.027151,           0.0094839,          0.00023703,            0.007525,            0.007525,            0.007525
                  77,            0.021517,              0.0142,           0.0002126,             0.87036,             0.84754,             0.89899,             0.66109,            0.027149,           0.0095958,          0.00026326,            0.007492,            0.007492,            0.007492
                  78,            0.021532,            0.014071,          0.00020723,             0.86239,             0.85205,             0.89953,             0.65997,             0.02707,           0.0096702,          0.00027119,            0.007459,            0.007459,            0.007459
                  79,            0.021539,            0.013983,           0.0002144,              0.8581,              0.8627,             0.90116,             0.66035,            0.027159,           0.0096689,          0.00027291,            0.007426,            0.007426,            0.007426
                  80,            0.021516,            0.014207,          0.00021167,             0.86642,             0.85861,             0.90165,             0.66085,            0.027048,           0.0096394,          0.00027916,            0.007393,            0.007393,            0.007393
                  81,            0.021405,             0.01421,          0.00020684,             0.86624,             0.85738,             0.90014,             0.65999,            0.027011,           0.0097356,          0.00027217,             0.00736,             0.00736,             0.00736
                  82,            0.021629,            0.014207,          0.00021647,             0.86689,             0.85164,              0.8991,             0.66109,            0.027157,           0.0097291,          0.00030802,            0.007327,            0.007327,            0.007327
                  83,             0.02153,            0.013991,          0.00020725,             0.86116,             0.85984,             0.89879,             0.66189,            0.027163,           0.0096392,          0.00029473,            0.007294,            0.007294,            0.007294
                  84,            0.021383,            0.014021,          0.00020502,             0.86278,             0.86516,             0.90046,             0.66457,            0.027134,           0.0095839,          0.00031292,            0.007261,            0.007261,            0.007261
                  85,            0.021186,            0.013883,           0.0002016,             0.87488,             0.85328,             0.90139,             0.66669,            0.027092,           0.0095694,          0.00035161,            0.007228,            0.007228,            0.007228
                  86,             0.02113,            0.014069,          0.00020863,             0.86568,             0.85902,             0.89992,             0.66489,            0.027075,           0.0095989,          0.00036259,            0.007195,            0.007195,            0.007195
                  87,            0.021072,            0.013774,          0.00020081,               0.858,             0.86178,             0.89975,             0.66558,             0.02705,           0.0096843,          0.00037523,            0.007162,            0.007162,            0.007162
                  88,            0.021235,            0.013853,          0.00020458,             0.85165,             0.86585,             0.90042,             0.66524,            0.027058,           0.0096927,          0.00038549,            0.007129,            0.007129,            0.007129
                  89,            0.021081,            0.013699,          0.00020385,             0.85846,             0.85756,              0.8993,             0.66583,            0.026927,            0.009733,          0.00032985,            0.007096,            0.007096,            0.007096
                  90,             0.02127,            0.013779,          0.00020628,             0.85884,             0.85369,             0.89895,             0.66685,            0.026927,           0.0097323,          0.00029542,            0.007063,            0.007063,            0.007063
                  91,            0.020986,            0.013978,          0.00020077,             0.85982,             0.85861,             0.89919,             0.66636,            0.026952,           0.0097388,          0.00028443,             0.00703,             0.00703,             0.00703
                  92,            0.021003,             0.01361,          0.00019332,             0.86719,             0.85632,             0.89962,               0.668,            0.026878,           0.0097252,          0.00027396,            0.006997,            0.006997,            0.006997
                  93,            0.021099,            0.013816,          0.00020012,             0.86622,             0.85574,             0.89962,              0.6681,            0.026902,           0.0097362,          0.00027167,            0.006964,            0.006964,            0.006964
                  94,            0.020858,            0.013578,          0.00019121,             0.86157,             0.85984,             0.90035,             0.66779,            0.026883,           0.0097209,          0.00025753,            0.006931,            0.006931,            0.006931
                  95,            0.021032,            0.013661,          0.00019952,             0.86222,             0.85403,             0.89999,             0.66814,            0.026915,            0.009723,          0.00024719,            0.006898,            0.006898,            0.006898
                  96,            0.020807,            0.013467,          0.00019287,             0.86129,             0.85902,             0.90057,             0.66811,             0.02696,           0.0097188,            0.000239,            0.006865,            0.006865,            0.006865
                  97,            0.020968,            0.013575,          0.00019616,             0.86383,             0.86189,             0.89984,             0.66922,            0.026893,           0.0096873,          0.00023925,            0.006832,            0.006832,            0.006832
                  98,             0.02079,            0.013553,          0.00019116,             0.86345,             0.86298,             0.90034,             0.66878,            0.026906,            0.009677,          0.00024502,            0.006799,            0.006799,            0.006799
                  99,            0.020445,            0.013527,           0.0001906,             0.86375,              0.8652,             0.90108,              0.6687,            0.026873,           0.0096679,           0.0002419,            0.006766,            0.006766,            0.006766
                 100,            0.020711,            0.013609,          0.00019552,             0.86445,             0.86107,             0.90235,             0.66889,            0.026862,            0.009658,          0.00024583,            0.006733,            0.006733,            0.006733
                 101,            0.020797,            0.013459,          0.00019219,             0.86771,             0.85779,              0.9026,             0.66963,            0.026848,           0.0096532,          0.00024436,              0.0067,              0.0067,              0.0067
                 102,            0.020619,            0.013725,          0.00018781,             0.86894,             0.85779,             0.90132,             0.67082,            0.026831,           0.0096575,          0.00023888,            0.006667,            0.006667,            0.006667
                 103,            0.020434,            0.013472,          0.00018936,             0.86863,             0.85615,             0.89946,             0.66901,            0.026803,           0.0096914,          0.00023108,            0.006634,            0.006634,            0.006634
                 104,            0.020685,            0.013491,           0.0001878,             0.86835,             0.85492,             0.89878,             0.66942,            0.026747,           0.0097183,          0.00022566,            0.006601,            0.006601,            0.006601
                 105,            0.020453,            0.013418,           0.0001869,             0.87115,             0.85346,             0.89844,             0.66854,            0.026685,           0.0097218,          0.00021982,            0.006568,            0.006568,            0.006568
                 106,            0.020503,             0.01335,           0.0001871,             0.87255,             0.85014,             0.89814,             0.66841,            0.026655,           0.0097404,          0.00021382,            0.006535,            0.006535,            0.006535
                 107,            0.020575,            0.013423,          0.00019151,             0.86366,             0.85932,             0.89832,             0.66826,             0.02664,           0.0097525,           0.0002107,            0.006502,            0.006502,            0.006502
                 108,            0.020435,             0.01352,          0.00018895,             0.86084,             0.85946,             0.89841,             0.66788,            0.026631,           0.0097568,          0.00020984,            0.006469,            0.006469,            0.006469
                 109,            0.020478,            0.013252,          0.00018639,             0.86161,             0.85989,             0.89873,             0.66745,            0.026634,           0.0097726,          0.00020997,            0.006436,            0.006436,            0.006436
                 110,            0.020332,            0.013167,          0.00018358,             0.85917,             0.86261,             0.89867,             0.66663,            0.026647,           0.0097844,          0.00020938,            0.006403,            0.006403,            0.006403
                 111,            0.020295,            0.013284,          0.00017731,             0.85773,             0.86231,             0.89866,             0.66688,            0.026658,           0.0097866,          0.00020876,             0.00637,             0.00637,             0.00637
                 112,            0.020301,            0.013206,          0.00018046,             0.86558,              0.8577,             0.89805,              0.6661,            0.026671,           0.0097954,          0.00021052,            0.006337,            0.006337,            0.006337
                 113,            0.020139,            0.013225,          0.00018087,             0.86703,              0.8578,             0.89906,             0.66645,            0.026687,           0.0098043,          0.00021158,            0.006304,            0.006304,            0.006304
                 114,            0.020179,            0.013221,          0.00017682,             0.86885,             0.85796,             0.89928,             0.66728,            0.026697,           0.0097926,          0.00021032,            0.006271,            0.006271,            0.006271
                 115,            0.020306,            0.013153,          0.00017899,               0.863,             0.86148,             0.89881,             0.66705,            0.026695,           0.0097972,           0.0002116,            0.006238,            0.006238,            0.006238
                 116,            0.020157,            0.013234,          0.00018279,             0.86373,             0.85982,             0.89791,             0.66789,            0.026702,           0.0098151,          0.00021499,            0.006205,            0.006205,            0.006205
                 117,            0.020112,            0.013029,          0.00017614,              0.8661,             0.85892,             0.89847,             0.66804,            0.026705,             0.00982,          0.00022013,            0.006172,            0.006172,            0.006172
                 118,            0.019969,            0.013318,          0.00017752,             0.86515,             0.85861,             0.89795,             0.66779,            0.026701,           0.0098245,           0.0002163,            0.006139,            0.006139,            0.006139
                 119,            0.020304,            0.013081,          0.00018269,             0.86352,             0.85902,             0.89832,             0.66838,            0.026703,           0.0098242,          0.00021491,            0.006106,            0.006106,            0.006106
                 120,            0.020052,            0.012976,          0.00017627,             0.86484,             0.85533,             0.89832,             0.66791,            0.026705,           0.0098357,           0.0002159,            0.006073,            0.006073,            0.006073
                 121,             0.01937,            0.012285,           0.0001763,             0.86644,             0.85205,             0.89791,              0.6678,            0.026713,           0.0098589,          0.00021781,             0.00604,             0.00604,             0.00604
                 122,            0.019531,            0.012402,          0.00017617,             0.86478,             0.85183,             0.89708,              0.6679,            0.026729,           0.0098841,          0.00022394,            0.006007,            0.006007,            0.006007
                 123,            0.019384,            0.012419,          0.00017926,             0.86612,              0.8511,             0.89707,             0.66814,             0.02674,           0.0099052,          0.00022957,            0.005974,            0.005974,            0.005974
                 124,            0.019247,            0.012151,          0.00017496,             0.86405,             0.85205,             0.89718,             0.66833,             0.02676,           0.0099205,          0.00023732,            0.005941,            0.005941,            0.005941
                 125,            0.019066,            0.012389,          0.00017229,             0.86335,             0.85449,             0.89727,             0.66844,            0.026769,            0.009938,          0.00024158,            0.005908,            0.005908,            0.005908
                 126,             0.01929,            0.012154,          0.00017346,             0.86722,             0.84959,             0.89713,             0.66813,            0.026771,           0.0099535,          0.00024333,            0.005875,            0.005875,            0.005875
                 127,            0.019306,            0.012073,           0.0001755,             0.86861,             0.84795,             0.89684,             0.66776,            0.026771,           0.0099728,          0.00024307,            0.005842,            0.005842,            0.005842
                 128,            0.019867,            0.013154,          0.00017209,             0.86641,             0.85058,             0.89636,             0.66785,            0.026773,           0.0099751,           0.0002455,            0.005809,            0.005809,            0.005809
                 129,            0.019744,            0.012854,          0.00016254,             0.86495,             0.85043,             0.89603,              0.6678,            0.026767,           0.0099714,          0.00024408,            0.005776,            0.005776,            0.005776
                 130,            0.019669,            0.013091,          0.00016591,             0.86585,             0.85175,             0.89621,             0.66798,            0.026763,           0.0099688,          0.00024105,            0.005743,            0.005743,            0.005743
                 131,            0.019677,            0.013002,          0.00016557,             0.86598,             0.85269,             0.89612,             0.66776,            0.026757,           0.0099649,           0.0002392,             0.00571,             0.00571,             0.00571
                 132,            0.019775,            0.012815,          0.00016427,              0.8652,             0.85494,             0.89598,             0.66817,            0.026757,           0.0099692,          0.00023985,            0.005677,            0.005677,            0.005677
                 133,            0.019675,            0.012718,          0.00016053,             0.86539,             0.85492,             0.89627,             0.66836,            0.026748,           0.0099663,          0.00023941,            0.005644,            0.005644,            0.005644
                 134,            0.019373,            0.012689,          0.00016241,             0.86808,             0.85164,             0.89616,             0.66874,            0.026736,           0.0099642,          0.00023768,            0.005611,            0.005611,            0.005611
                 135,             0.01957,            0.012617,          0.00016245,             0.86636,             0.85164,             0.89637,              0.6689,            0.026728,            0.009962,          0.00023634,            0.005578,            0.005578,            0.005578
                 136,            0.019412,            0.012934,            0.000161,             0.86788,             0.85246,             0.89671,             0.66929,            0.026716,           0.0099629,          0.00023568,            0.005545,            0.005545,            0.005545
                 137,            0.019447,            0.012715,          0.00016124,             0.87078,             0.85061,             0.89664,             0.66906,            0.026706,           0.0099607,          0.00023444,            0.005512,            0.005512,            0.005512
                 138,            0.019444,            0.012663,          0.00015878,             0.87139,             0.85041,             0.89702,             0.66949,            0.026689,           0.0099608,          0.00023222,            0.005479,            0.005479,            0.005479
                 139,            0.019472,            0.012738,          0.00016046,             0.87125,                0.85,             0.89709,             0.66991,            0.026684,           0.0099636,          0.00023031,            0.005446,            0.005446,            0.005446
                 140,            0.019457,            0.012739,          0.00015661,             0.87023,             0.85123,               0.897,             0.67049,            0.026673,           0.0099661,          0.00022828,            0.005413,            0.005413,            0.005413
                 141,            0.019301,            0.012547,          0.00015877,             0.87015,             0.85123,             0.89709,             0.67018,             0.02667,           0.0099669,          0.00022725,             0.00538,             0.00538,             0.00538
                 142,            0.019386,            0.012595,          0.00015747,             0.86829,              0.8541,             0.89689,             0.66996,            0.026665,           0.0099628,          0.00022496,            0.005347,            0.005347,            0.005347
                 143,            0.019221,            0.012576,          0.00015656,             0.86923,             0.85369,             0.89685,             0.67017,            0.026657,           0.0099635,           0.0002216,            0.005314,            0.005314,            0.005314
                 144,            0.019167,            0.012573,          0.00014999,             0.86552,              0.8546,             0.89708,             0.67054,             0.02665,           0.0099644,          0.00021969,            0.005281,            0.005281,            0.005281
                 145,            0.019061,            0.012707,          0.00015505,             0.86587,             0.85492,             0.89672,             0.67044,            0.026644,           0.0099661,          0.00021739,            0.005248,            0.005248,            0.005248
